user_id,usia,jumlah_anggota_keluarga,frekuensi_belanja_per_minggu,penggunaan_plastik_per_hari_gram,sisa_makanan_per_hari_gram,penggunaan_elektronik_jam,kendaraan,wilayah,pendapatan_juta,volume_sampah_kg_minggu,sampah_plastik_per_orang,sampah_makanan_per_orang,total_konsumsi_harian_gram,rasio_belanja_keluarga,segmen_usia,kendaraan_enc,wilayah_enc,segmen_usia_enc
20,61,2,10,203.1104925456856,180.8895401706722,0.1944921302006257,motor,Makassar,5,21.62,101.5552462728428,90.4447700853361,384.0000327163578,5.0,Gen_X,1,2,0
21,47,3,6,127.31278457317792,206.9749123365144,5.848468519423798,mobil,Jakarta,7,15.46,42.437594857725976,68.9916374455048,334.28769690969233,2.0,Milenial_Senior,0,1,3
22,55,1,5,181.64708168967329,256.6471297485341,5.2866783352124616,transportasi_umum,Bandung,15,17.18,181.64708168967329,256.6471297485341,438.2942114382074,5.0,Gen_X,3,0,0
23,19,2,11,153.1844196825808,132.15210405286146,7.958157946811521,transportasi_umum,Medan,5,12.34,76.5922098412904,66.07605202643073,285.33652373544226,5.5,Gen_Z,3,3,1
24,38,5,4,147.10475463311076,71.9184561838598,6.222287309299086,motor,Bandung,5,17.61,29.42095092662215,14.383691236771961,219.02321081697056,0.8,Milenial_Senior,1,0,3
25,50,2,13,190.92423673192695,372.4594530565432,9.581767848157526,motor,Bandung,7,21.97,95.46211836596348,186.2297265282716,563.3836897884702,6.5,Milenial_Senior,1,0,3
26,29,2,11,156.6923827123,109.4837583478056,5.214084764157428,motor,Makassar,7,16.26,78.34619135615,54.7418791739028,266.1761410601056,5.5,Milenial_Muda,1,2,2
27,39,2,3,172.3319865758543,266.9058978396441,4.7889398959953855,transportasi_umum,Bandung,5,17.22,86.16599328792715,133.45294891982206,439.23788441549846,1.5,Milenial_Senior,3,0,3
28,61,6,1,139.33638120171042,202.501350179894,4.631286698565808,transportasi_umum,Bandung,15,18.34,23.22273020028507,33.75022502998233,341.8377313816044,0.16666666666666666,Gen_X,3,0,0
29,42,2,6,206.45347187675716,220.10445126451043,4.120822577936453,motor,Medan,10,20.69,103.22673593837858,110.05222563225522,426.55792314126757,3.0,Milenial_Senior,1,3,3
30,44,3,2,145.97921131455035,199.87595953312777,0.5844981672348624,motor,Makassar,5,16.38,48.659737104850116,66.62531984437592,345.8551708476781,0.6666666666666666,Milenial_Senior,1,2,3
31,59,1,8,126.72749087979732,169.21264944422995,4.5596107459840844,transportasi_umum,Bandung,5,14.45,126.72749087979732,169.21264944422995,295.94014032402725,8.0,Gen_X,3,0,0
32,45,4,10,153.1844196825808,237.11778263387671,0.8642905471280153,transportasi_umum,Surabaya,7,22.55,38.2961049206452,59.27944565846918,390.3022023164575,2.5,Milenial_Senior,3,4,3
33,33,2,5,79.742003881777,164.91302349941634,5.904066689171538,sepeda,Jakarta,10,8.46,39.8710019408885,82.45651174970817,244.65502738119335,2.5,Milenial_Muda,2,1,2
34,32,5,7,175.05166717586724,293.30421977894315,2.5198794150588317,transportasi_umum,Medan,3,23.15,35.01033343517345,58.66084395578863,468.3558869548104,1.4,Milenial_Muda,3,3,2
35,64,2,10,97.87575628864306,245.4752805004924,3.21133475382316,motor,Bandung,7,14.4,48.93787814432153,122.7376402502462,343.3510367891355,5.0,Gen_X,1,0,0
36,61,5,12,213.89634146190824,247.9675290625195,3.6611796103348966,mobil,Surabaya,7,25.67,42.779268292381644,49.5935058125039,461.86387052442774,2.4,Gen_X,0,4,0
37,20,3,2,136.94863733766022,159.43015519547276,4.590129924373509,mobil,Bandung,5,15.46,45.64954577922007,53.14338506515759,296.378792533133,0.6666666666666666,Gen_Z,0,0,1
38,54,5,13,156.74923604098444,181.09162103288037,5.013736509878074,motor,Bandung,7,20.69,31.349847208196888,36.21832420657607,337.8408570738648,2.6,Gen_X,1,0,0
39,24,4,8,170.6285198322061,104.9669753086348,7.168959166146141,mobil,Makassar,15,20.91,42.65712995805153,26.2417438271587,275.5954951408409,2.0,Gen_Z,0,2,1
40,38,1,2,53.51577018429214,171.75871546195503,3.844939812984893,transportasi_umum,Makassar,3,6.41,53.51577018429214,171.75871546195503,225.27448564624717,2.0,Milenial_Senior,3,2,3
41,26,5,4,117.47075792215716,117.0739266914962,5.96029227244474,motor,Makassar,5,15.41,23.49415158443143,23.41478533829924,234.54468461365337,0.8,Milenial_Muda,1,2,2
42,56,5,1,202.17729546432767,305.0454812470972,10.461734466447137,transportasi_umum,Surabaya,5,21.97,40.435459092865536,61.00909624941944,507.2227767114249,0.2,Gen_X,3,4,0
43,35,1,5,193.38825120854443,204.0428652475205,5.754701405526459,mobil,Bandung,15,17.43,193.38825120854443,204.0428652475205,397.43111645606496,5.0,Milenial_Muda,0,0,2
44,21,4,9,164.15161026976082,213.6397788032345,4.639020422136732,sepeda,Jakarta,20,20.47,41.037902567440206,53.40994470080862,377.79138907299534,2.25,Gen_Z,2,1,1
45,42,2,1,82.52682142872384,181.9882778119983,3.441696696143405,motor,Medan,5,9.8,41.26341071436192,90.99413890599915,264.5150992407221,0.5,Milenial_Senior,1,3,3
46,31,5,9,179.27517304292897,215.80631376411264,4.611336909159343,motor,Makassar,10,22.33,35.8550346085858,43.16126275282253,395.08148680704164,1.8,Milenial_Muda,1,2,2
47,26,1,11,185.6699795102723,202.88507131757015,3.2275593127811883,mobil,Makassar,7,20.48,185.6699795102723,202.88507131757015,388.5550508278425,11.0,Milenial_Muda,0,2,2
48,43,3,8,152.35086065618725,175.98877724860068,5.537322853367545,motor,Bandung,7,17.9,50.783620218729084,58.662925749533564,328.33963790478793,2.6666666666666665,Milenial_Senior,1,0,3
49,19,1,6,211.15854752957284,147.9669572232005,5.207088277278786,transportasi_umum,Bandung,5,18.17,211.15854752957284,147.9669572232005,359.12550475277334,6.0,Gen_Z,3,0,1
50,37,3,7,115.82841049349383,242.37545063243545,0.6755615581644134,transportasi_umum,Surabaya,5,14.71,38.60947016449794,80.79181687747848,358.2038611259293,2.3333333333333335,Milenial_Senior,3,4,3
51,45,4,3,124.50712112500126,0.0,4.962883988467865,motor,Surabaya,5,15.02,31.126780281250316,0.0,124.50712112500126,0.75,Milenial_Senior,1,4,3
52,64,2,1,25.76942104570928,205.11654295287465,7.152292625280026,mobil,Makassar,7,6.46,12.88471052285464,102.55827147643733,230.88596399858392,0.5,Gen_X,0,2,0
53,24,1,5,195.9913755073832,170.26296773656793,4.201776295594501,mobil,Bandung,3,17.67,195.9913755073832,170.26296773656793,366.2543432439511,5.0,Gen_Z,0,0,1
54,61,6,12,165.6930981735067,120.61493871711248,3.694206455176876,motor,Jakarta,15,24.17,27.615516362251117,20.102489786185412,286.3080368906192,2.0,Gen_X,1,1,0
55,25,5,12,65.90898374333854,240.62061362492005,2.244598453766295,transportasi_umum,Medan,3,13.94,13.181796748667708,48.12412272498401,306.5295973682586,2.4,Gen_Z,3,3,1
56,64,4,2,62.07005000029263,204.31907347566343,1.284015916751191,transportasi_umum,Bandung,5,10.61,15.517512500073158,51.07976836891586,266.38912347595607,0.5,Gen_X,3,0,0
57,52,1,5,106.36846863144947,55.80728740046263,6.662698534126509,mobil,Bandung,7,9.38,106.36846863144947,55.80728740046263,162.1757560319121,5.0,Gen_X,0,0,0
58,31,5,8,189.68289709901768,148.27763830460498,4.637043340841608,transportasi_umum,Surabaya,10,24.97,37.936579419803536,29.655527660920995,337.96053540362266,1.6,Milenial_Muda,3,4,2
59,34,1,11,134.98197559556857,0.0,6.544043124006846,mobil,Medan,3,14.66,134.98197559556857,0.0,134.98197559556857,11.0,Milenial_Muda,0,3,2
60,53,3,9,109.76065416698376,223.46154513068024,8.062647489158937,transportasi_umum,Makassar,5,15.47,36.586884722327916,74.48718171022675,333.222199297664,3.0,Gen_X,3,2,0
61,57,1,2,99.6942053458252,222.66395347521257,6.842495369820691,mobil,Bandung,20,11.12,99.6942053458252,222.66395347521257,322.35815882103776,2.0,Gen_X,0,0,0
62,21,6,12,97.45440210859066,136.53744849330613,3.915255357122408,transportasi_umum,Makassar,5,19.69,16.242400351431776,22.75624141555102,233.99185060189677,2.0,Gen_Z,3,2,1
63,19,1,3,53.31608494462199,243.20901693465012,5.289735329315111,transportasi_umum,Bandung,5,8.64,53.31608494462199,243.20901693465012,296.52510187927214,3.0,Gen_Z,3,0,1
64,23,1,3,89.63020841768127,97.4001103102782,3.770454269686163,motor,Makassar,10,9.98,89.63020841768127,97.4001103102782,187.03031872795947,3.0,Gen_Z,1,2,1
65,59,6,1,96.47109601614164,122.67863792520056,3.583423074796673,transportasi_umum,Medan,3,14.85,16.078516002690275,20.446439654200095,219.14973394134222,0.16666666666666666,Gen_X,3,3,0
66,21,4,8,184.1311618228573,233.37523715060516,5.685630324805247,motor,Surabaya,7,21.22,46.03279045571433,58.34380928765129,417.50639897346247,2.0,Gen_Z,1,4,1
67,46,1,6,141.71384734266925,144.90665960296454,3.335412233763655,motor,Medan,5,12.97,141.71384734266925,144.90665960296454,286.6205069456338,6.0,Milenial_Senior,1,3,3
68,35,6,12,108.72075784912695,194.98744350380443,0.5816967618225979,motor,Jakarta,5,20.28,18.120126308187825,32.49790725063407,303.7082013529314,2.0,Milenial_Muda,1,1,2
69,43,5,13,265.48613777030937,154.9080778058926,3.2237042085452465,sepeda,Surabaya,5,29.41,53.097227554061874,30.98161556117852,420.394215576202,2.6,Milenial_Senior,2,4,3
70,61,3,8,116.80515432266672,167.12550749606527,4.386237702625254,transportasi_umum,Medan,3,14.93,38.935051440888905,55.708502498688425,283.930661818732,2.6666666666666665,Gen_X,3,3,0
71,51,3,11,208.3551457191818,170.62206272360055,8.042796995663844,transportasi_umum,Jakarta,5,22.21,69.45171523972726,56.87402090786685,378.97720844278234,3.6666666666666665,Gen_X,3,1,0
72,27,1,9,231.05542788938575,143.4594594225458,4.0181251002572695,transportasi_umum,Bandung,3,22.53,231.05542788938575,143.4594594225458,374.51488731193155,9.0,Milenial_Muda,3,0,2
73,53,4,5,71.50198311713285,224.19597714880996,6.02384818205855,mobil,Bandung,10,13.83,17.875495779283213,56.04899428720249,295.6979602659428,1.25,Gen_X,0,0,0
74,31,4,12,153.6981482036784,149.76572105968404,4.663383532075861,transportasi_umum,Makassar,5,22.04,38.4245370509196,37.44143026492101,303.4638692633624,3.0,Milenial_Muda,3,2,2
75,48,5,3,124.1233174545888,201.25493710364816,7.452810287740768,mobil,Surabaya,5,17.53,24.82466349091776,40.25098742072963,325.37825455823696,0.6,Milenial_Senior,0,4,3
76,32,1,5,120.0537801720332,141.70146549004772,7.314192770927917,motor,Bandung,15,12.15,120.0537801720332,141.70146549004772,261.75524566208094,5.0,Milenial_Muda,1,0,2
77,25,3,5,177.7688408403454,77.25610988924332,7.352350210479839,motor,Surabaya,7,18.06,59.256280280115135,25.752036629747774,255.02495072958874,1.6666666666666667,Gen_Z,1,4,1
78,31,4,5,118.8564751788358,272.9948199407333,1.5320329411652946,transportasi_umum,Bandung,3,15.51,29.71411879470895,68.24870498518332,391.8512951195691,1.25,Milenial_Muda,3,0,2
79,40,1,3,125.20154768367648,239.96215880763268,5.413448094489989,transportasi_umum,Makassar,15,11.28,125.20154768367648,239.96215880763268,365.16370649130914,3.0,Milenial_Senior,3,2,3
80,57,4,11,141.59425521873533,383.0945655038138,6.517877200243896,motor,Medan,5,21.2,35.39856380468383,95.77364137595345,524.688820722549,2.75,Gen_X,1,3,0
81,38,6,10,131.33003658117153,116.48217280013937,5.763077125178662,motor,Makassar,3,19.27,21.888339430195256,19.413695466689894,247.81220938131088,1.6666666666666667,Milenial_Senior,1,2,3
82,33,4,4,91.32148964939374,183.2831610134376,6.273192651643658,transportasi_umum,Jakarta,10,13.89,22.830372412348435,45.8207902533594,274.6046506628313,1.0,Milenial_Muda,3,1,2
83,62,3,9,189.7953252423737,189.71940153153557,5.116702008570955,motor,Bandung,7,22.03,63.26510841412457,63.239800510511856,379.5147267739093,3.0,Gen_X,1,0,0
84,35,2,13,202.42654692538,279.14955506257047,3.5104315865469458,transportasi_umum,Jakarta,5,21.76,101.21327346269,139.57477753128524,481.57610198795044,6.5,Milenial_Muda,3,1,2
85,64,5,10,153.1844196825808,159.43136846939132,1.6058052300274963,sepeda,Jakarta,5,23.83,30.63688393651616,31.886273693878262,312.6157881519721,2.0,Gen_X,2,1,0
86,41,5,9,131.17236744888672,106.31665166593164,3.708861142703049,motor,Surabaya,7,17.64,26.234473489777344,21.263330333186328,237.48901911481835,1.8,Milenial_Senior,1,4,3
87,43,3,2,114.73946318351094,296.62474467688014,10.356219747276786,motor,Bandung,5,15.3,38.24648772783698,98.87491489229338,411.36420786039105,0.6666666666666666,Milenial_Senior,1,0,3
88,42,4,8,114.81899685367767,174.66799765910176,4.028697647818656,transportasi_umum,Jakarta,15,16.88,28.70474921341942,43.66699941477544,289.48699451277946,2.0,Milenial_Senior,3,1,3
89,62,1,8,267.8688182516354,270.29148077808344,1.0812195478185125,transportasi_umum,Medan,5,25.44,267.8688182516354,270.29148077808344,538.1602990297188,8.0,Gen_X,3,3,0
90,58,4,7,153.1844196825808,260.9758720633769,6.465298721458165,mobil,Jakarta,15,21.39,38.2961049206452,65.24396801584423,414.1602917459577,1.75,Gen_X,0,1,0
91,46,3,8,107.9944960708331,197.608762087816,6.710920017365289,sepeda,Medan,7,17.25,35.99816535694436,65.86958736260533,305.60325815864906,2.6666666666666665,Milenial_Senior,2,3,3
92,32,5,3,158.23489137185703,202.88507131757015,7.574648780304281,motor,Surabaya,10,19.1,31.646978274371406,40.57701426351403,361.1199626894272,0.6,Milenial_Muda,1,4,2
93,62,4,13,131.87324874503187,168.67481549361565,5.941957007413561,mobil,Jakarta,10,19.79,32.96831218625797,42.16870387340391,300.5480642386475,3.25,Gen_X,0,1,0
94,18,5,6,179.19001880781454,198.78454969840084,6.691203028933903,transportasi_umum,Makassar,7,23.18,35.83800376156291,39.75690993968017,377.9745685062154,1.2,Gen_Z,3,2,1
95,42,1,1,177.1749551394671,269.0480180936505,8.680434269683982,transportasi_umum,Surabaya,5,15.18,177.1749551394671,269.0480180936505,446.2229732331176,1.0,Milenial_Senior,3,4,3
96,24,5,7,204.18048269527355,136.28478551523364,3.5090530158757693,motor,Medan,5,24.17,40.83609653905471,27.256957103046727,340.4652682105072,1.4,Gen_Z,1,3,1
97,26,5,1,107.47217706689024,208.7076504167296,3.112298589152565,transportasi_umum,Surabaya,5,14.51,21.49443541337805,41.74153008334592,316.1798274836198,0.2,Milenial_Muda,3,4,2
98,41,2,9,155.23676493190652,110.5094857440954,2.8108269208941423,mobil,Jakarta,15,18.14,77.61838246595326,55.2547428720477,265.7462506760019,4.5,Milenial_Senior,0,1,3
99,18,2,1,62.57265075212368,120.4715013566246,4.468460827012034,motor,Bandung,10,7.16,31.28632537606184,60.2357506783123,183.04415210874828,0.5,Gen_Z,1,0,1
100,61,6,1,87.13298497855777,197.52488022755009,7.866844839650336,motor,Bandung,5,15.02,14.522164163092961,32.92081337125835,284.6578652061079,0.16666666666666666,Gen_X,1,0,0
101,25,2,7,194.20504182795895,43.18735933649344,6.05613673549247,transportasi_umum,Medan,3,18.7,97.10252091397948,21.59367966824672,237.3924011644524,3.5,Gen_Z,3,3,1
102,41,5,2,102.46581042973364,364.84468932928417,5.977383905418436,motor,Medan,5,17.11,20.49316208594673,72.96893786585683,467.31049975901783,0.4,Milenial_Senior,1,3,3
103,28,3,5,107.95456009760724,104.5552036071811,1.3613841426705529,motor,Bandung,7,15.36,35.98485336586908,34.85173453572703,212.50976370478833,1.6666666666666667,Milenial_Muda,1,0,2
104,34,5,8,149.58609627249754,196.79291898747573,3.6136263455271616,motor,Medan,7,19.8,29.917219254499507,39.35858379749514,346.37901525997324,1.6,Milenial_Muda,1,3,2
105,25,3,8,153.1844196825808,293.4574177453492,1.3286847342759265,transportasi_umum,Surabaya,10,22.12,51.06147322752693,97.81913924844973,446.64183742793,2.6666666666666665,Gen_Z,3,4,1
106,52,3,3,96.9586602082952,130.96757289996012,7.342491578643087,mobil,Makassar,20,14.17,32.31955340276507,43.65585763332004,227.9262331082553,1.0,Gen_X,0,2,0
107,52,2,7,10.0,15.784240836422669,8.171292985771466,transportasi_umum,Makassar,3,5.48,5.0,7.892120418211334,25.78424083642267,3.5,Gen_X,3,2,0
108,50,4,3,106.48883789282442,164.4043391900263,6.559133454480763,motor,Surabaya,7,13.75,26.622209473206105,41.10108479750657,270.8931770828507,0.75,Milenial_Senior,1,4,3
109,22,1,6,210.28140389764187,130.0143695939105,3.02642790852091,mobil,Makassar,5,16.9,210.28140389764187,130.0143695939105,340.2957734915524,6.0,Gen_Z,0,2,1
110,59,2,6,167.1567525508437,17.890119312639825,7.964044987231581,mobil,Jakarta,5,17.91,83.57837627542185,8.945059656319913,185.04687186348352,3.0,Gen_X,0,1,0
111,56,2,3,216.19374018936065,202.88507131757015,4.49349017994958,transportasi_umum,Surabaya,3,19.75,108.09687009468033,101.44253565878508,419.07881150693083,1.5,Gen_X,3,4,0
112,58,4,7,93.4091928933652,216.5675089786361,2.571081438494677,transportasi_umum,Medan,3,13.95,23.3522982233413,54.14187724465903,309.9767018720013,1.75,Gen_X,3,3,0
113,45,1,3,68.03018661679718,291.38611636306814,3.071191490776616,motor,Surabaya,15,7.54,68.03018661679718,291.38611636306814,359.41630297986535,3.0,Milenial_Senior,1,4,3
114,24,5,8,173.12742763237702,202.88507131757015,4.139686728816327,mobil,Bandung,5,20.29,34.6254855264754,40.57701426351403,376.01249894994714,1.6,Gen_Z,0,0,1
115,26,6,10,162.0011368842523,202.88507131757015,5.099157040969414,motor,Medan,7,22.96,27.000189480708716,33.81417855292836,364.88620820182246,1.6666666666666667,Milenial_Muda,1,3,2
116,25,6,4,165.27771601886292,202.88507131757015,4.677311576696413,mobil,Bandung,15,22.2,27.54628600314382,33.81417855292836,368.1627873364331,0.6666666666666666,Gen_Z,0,0,1
117,29,5,13,196.6498321325284,202.88507131757015,2.1746631636579457,motor,Medan,10,25.67,39.32996642650568,40.57701426351403,399.53490345009857,2.6,Milenial_Muda,1,3,2
118,51,2,1,171.084246195613,273.7079682389197,7.426632818371283,motor,Makassar,3,16.72,85.5421230978065,136.85398411945985,444.7922144345327,0.5,Gen_X,1,2,0
119,50,1,4,170.28087965701894,312.8454404004127,4.698788161126314,motor,Surabaya,7,15.26,170.28087965701894,312.8454404004127,483.12632005743166,4.0,Milenial_Senior,1,4,3
120,40,2,7,185.75035069005705,297.1583307125877,3.572492287458698,mobil,Jakarta,5,18.85,92.87517534502852,148.57916535629386,482.9086814026448,3.5,Milenial_Senior,0,1,3
121,41,3,11,175.12083160935137,222.12349335141332,7.220604723965528,motor,Medan,10,19.61,58.37361053645046,74.0411644504711,397.2443249607647,3.6666666666666665,Milenial_Senior,1,3,3
122,54,2,4,192.8722965858703,263.9599402803318,2.6331876234669376,transportasi_umum,Medan,10,19.52,96.43614829293514,131.9799701401659,456.8322368662021,2.0,Gen_X,3,3,0
123,52,2,13,200.4260412389291,148.76052521846526,1.7422196328509707,motor,Bandung,7,20.31,100.21302061946454,74.38026260923263,349.18656645739435,6.5,Gen_X,1,0,0
124,61,5,6,226.58444006204576,213.4716153980197,7.5449748931974785,motor,Makassar,5,24.44,45.31688801240915,42.69432307960394,440.05605546006547,1.2,Gen_X,1,2,0
125,57,5,9,117.54043375481604,104.6967888569755,8.782775699100679,transportasi_umum,Bandung,10,17.48,23.50808675096321,20.939357771395102,222.23722261179154,1.8,Gen_X,3,0,0
126,39,5,1,174.02810537053736,205.01483175094987,4.075807962697203,motor,Bandung,3,18.25,34.80562107410747,41.00296635018997,379.0429371214872,0.2,Milenial_Senior,1,0,3
127,44,6,13,131.48383157013518,207.091735791841,4.9080599841657095,motor,Makassar,3,21.8,21.913971928355863,34.51528929864016,338.57556736197614,2.1666666666666665,Milenial_Senior,1,2,3
128,52,3,5,108.32205063603666,337.7702884547976,2.706670570958193,mobil,Jakarta,5,14.94,36.10735021201222,112.5900961515992,446.09233909083423,1.6666666666666667,Gen_X,0,1,0
129,18,5,11,115.5229839459817,181.68137108078028,5.010985100486787,motor,Bandung,3,19.84,23.10459678919634,36.336274216156056,297.20435502676196,2.2,Gen_Z,1,0,1
130,52,1,7,174.74777587807628,207.2034270122629,4.048589472537606,motor,Bandung,5,16.16,174.74777587807628,207.2034270122629,381.9512028903392,7.0,Gen_X,1,0,0
131,54,6,1,170.9126277393,218.95691325696345,4.795743119930002,motor,Medan,10,19.7,28.48543795655,36.49281887616058,389.8695409962635,0.16666666666666666,Gen_X,1,3,0
132,64,4,4,170.02060146192184,163.61437472892374,5.818516775194485,transportasi_umum,Makassar,15,18.67,42.50515036548046,40.903593682230934,333.6349761908456,1.0,Gen_X,3,2,0
133,31,1,6,138.71431762153335,135.80058134306822,2.8037090439383068,mobil,Surabaya,5,12.56,138.71431762153335,135.80058134306822,274.51489896460157,6.0,Milenial_Muda,0,4,2
134,20,1,2,150.17073755892054,303.9049059877641,4.276377321534865,mobil,Jakarta,5,14.48,150.17073755892054,303.9049059877641,454.07564354668466,2.0,Gen_Z,0,1,1
135,18,5,10,190.88763479380248,121.52660456317618,1.3924371564436435,mobil,Jakarta,5,21.35,38.177526958760495,24.305320912635235,312.41423935697867,2.0,Gen_Z,0,1,1
136,22,4,5,153.1844196825808,93.76655426501814,4.290025431773424,motor,Makassar,5,11.64,38.2961049206452,23.441638566254536,246.95097394759892,1.25,Gen_Z,1,2,1
137,43,4,11,151.2321049214292,202.88507131757015,4.813131858166001,motor,Medan,3,19.54,37.8080262303573,50.72126782939254,354.1171762389994,2.75,Milenial_Senior,1,3,3
138,31,6,10,154.4978074063395,292.6251873619208,5.457964850122156,transportasi_umum,Medan,15,23.63,25.74963456772325,48.77086456032013,447.12299476826024,1.6666666666666667,Milenial_Muda,3,3,2
139,56,4,1,187.66521345388247,163.8872273919489,5.479153080726418,motor,Makassar,5,18.57,46.91630336347062,40.971806847987224,351.55244084583137,0.25,Gen_X,1,2,0
140,44,3,6,82.48757940285874,165.11572098800963,6.807845501473712,motor,Medan,5,10.59,27.495859800952914,55.038573662669876,247.60330039086836,2.0,Milenial_Senior,1,3,3
141,26,5,6,224.75668727587055,222.60348208854344,1.92066696145336,motor,Jakarta,3,24.89,44.95133745517411,44.52069641770869,447.360169364414,1.2,Milenial_Muda,1,1,2
142,32,4,13,160.6815212214255,143.37178586054534,2.0274459400994123,motor,Jakarta,15,21.27,40.170380305356375,35.842946465136336,304.05330708197084,3.25,Milenial_Muda,1,1,2
143,32,6,4,163.32902733474685,137.4629983510425,6.05791587278504,sepeda,Surabaya,10,20.52,27.221504555791142,22.91049972517375,300.7920256857893,0.6666666666666666,Milenial_Muda,2,4,2
144,43,3,13,129.93101213338866,270.3674070389093,0.922077445989168,motor,Makassar,15,17.88,43.31033737779622,90.12246901296976,400.29841917229794,4.333333333333333,Milenial_Senior,1,2,3
145,59,2,8,176.9011177398422,248.5704880626895,5.366600424209986,mobil,Bandung,10,18.25,88.4505588699211,124.28524403134475,425.4716058025317,4.0,Gen_X,0,0,0
146,30,2,4,152.39770251415527,304.89271090544844,2.6394141208202124,motor,Bandung,5,16.52,76.19885125707764,152.44635545272422,457.29041341960374,2.0,Milenial_Muda,1,0,2
147,49,3,8,210.44909720532328,99.79287901076034,8.145629281834363,sepeda,Surabaya,5,20.54,70.1496990684411,33.26429300358678,310.24197621608363,2.6666666666666665,Milenial_Senior,2,4,3
148,56,6,13,77.92528759681923,159.80300104715067,5.500904815455555,motor,Surabaya,7,17.34,12.987547932803205,26.633833507858444,237.7282886439699,2.1666666666666665,Gen_X,1,4,0
149,49,3,8,158.7772914945254,222.49436498155623,4.5616879605738765,motor,Medan,5,19.42,52.92576383150847,74.1647883271854,381.2716564760816,2.6666666666666665,Milenial_Senior,1,3,3
150,21,5,5,170.4256174188713,202.88507131757015,7.455441754278357,transportasi_umum,Surabaya,7,19.01,34.08512348377426,40.57701426351403,373.3106887364414,1.0,Gen_Z,3,4,1
